name,display_name,state,created_at,duration_hrs,steps,train_exact_acc,encoder_var,grad_encoder,train_acc,train_steps,q_halt_acc,lm_loss,q_halt_loss,grad_inner,grad_total,encoder_mean,encoder_std,encoder_norm,encoder_token_std,eval_exact_acc,eval_acc,arc_pass1,arc_pass2,arc_pass10,arc_pass1000,encoder_type,encoder_layers,halt_max_steps,halt_explore_prob,lr,batch_size,health,grad_enc_ratio,grad_dec_ratio
VKL0_standard_control,VKL0_standard_control,finished,2026-01-12T05:36:19Z,1.3310976742194445,2500,3.90625,0.400390625,0.08699788898229599,84.82621908187866,7.13671875,96.09375,0.3923173016378149,0.07869148533791304,0.21086061000823977,0.2281026840209961,0.0272216796875,1.0,22.625,0.62109375,,,0.0,0.0,0.0,0.0,standard,2,16,0.5,,256,⚠️ Warning,0.38139791890518976,0.9244109113105866
VKL5_hybrid_var_kl0.0001_lpn_paper,VKL5_hybrid_var_kl0.0001_lpn_paper,finished,2026-01-12T03:25:48Z,2.1708050491175,5000,0.0,2.59375,0.474609375,71.27602845430374,7.90625,100.0,1.002100981939653,0.0002109631896018982,0.879805326461792,0.99609375,0.008056640625,3.453125,77.5,1.5625,,,0.0,0.0,0.0,0.0,hybrid_variational,4,16,0.5,,128,✅ Healthy,0.4764705882352941,0.8832555434283088
VKL2_lpn_var_kl0.001,VKL2_lpn_var_kl0.001,finished,2026-01-12T00:30:37Z,2.9149065936719443,5000,0.0,1.7578125,0.4140625,63.90964537858963,8.0,100.0,1.063618999352566,0.0018065311014652252,0.9101590514183044,1.0,-0.01361083984375,1.703125,37.5,1.203125,,,0.0,0.0,0.0,0.0,lpn_variational,6,16,0.5,,128,✅ Healthy,0.4140625,0.9101590514183044
VKL1_lpn_var_kl0.0001_lpn_paper,VKL1_lpn_var_kl0.0001_lpn_paper,finished,2026-01-11T21:35:51Z,2.9082177862094447,5000,1.5625,2.453125,0.2333984375,78.3676341176033,8.078125,98.4375,0.6825466009396238,0.08986211381852627,0.9657537937164308,0.9921875,0.022705078125,3.4375,77.0,1.4609375,,,0.0,0.0,0.0,0.0,lpn_variational,6,16,0.5,,128,✅ Healthy,0.23523622047244094,0.9733581542968751
VKL1_lpn_var_kl0.001,VKL1_lpn_var_kl0.001,killed,2026-01-11T19:33:44Z,1.9992239211413887,2500,0.0,0.85546875,0.4453125,54.52316552400589,4.0,100.0,1.5250702267378988,1.4901161193847656e-07,0.8249751925468445,0.94140625,0.0150146484375,1.8125,40.75,0.890625,,,,,,,lpn_variational,6,16,0.5,,128,✅ Healthy,0.4730290456431535,0.8763221962323328
